connecting to JLink...
connecting to nRF52840_xxAA...
connected, starting RTT...
RTT started, 2 up bufs, 2 down bufs.
up channels:
    0: name = 'Terminal', size = 512 bytes, flags = 0
    1: name = '', size = 0 bytes, flags = 0
down channels:
    0: name = 'Terminal', size = 16 bytes, flags = 0
    1: name = '', size = 0 bytes, flags = 0
<info> app: RSSI: -61, PR: 866, LP: 1105,  PER: 0.21
<info> app: RSSI: -58, PR: 867, LP: 1106,  PER: 0.21
<info> app: RSSI: -57, PR: 868, LP: 1107,  PER: 0.21
<info> app: RSSI: -57, PR: 869, LP: 1108,  PER: 0.21
<info> app: RSSI: -60, PR: 870, LP: 1109,  PER: 0.21
<info> app: RSSI: -58, PR: 871, LP: 1110,  PER: 0.21
<info> app: RSSI: -66, PR: 872, LP: 1111,  PER: 0.21
<info> app: RSSI: -62, PR: 873, LP: 1112,  PER: 0.21
<info> app: RSSI: -61, PR: 874, LP: 1113,  PER: 0.21
<info> app: RSSI: -57, PR: 875, LP: 1114,  PER: 0.21
<info> app: RSSI: -58, PR: 876, LP: 1115,  PER: 0.21
<info> app: RSSI: -66, PR: 877, LP: 1116,  PER: 0.21
<info> app: RSSI: -56, PR: 878, LP: 1117,  PER: 0.21
<info> app: RSSI: -59, PR: 879, LP: 1118,  PER: 0.21
<info> app: RSSI: -65, PR: 880, LP: 1119,  PER: 0.21
<info> app: RSSI: -57, PR: 881, LP: 1120,  PER: 0.21
<info> app: RSSI: -59, PR: 882, LP: 1121,  PER: 0.21
<info> app: RSSI: -58, PR: 883, LP: 1122,  PER: 0.21
<info> app: RSSI: -59, PR: 884, LP: 1123,  PER: 0.21
<info> app: RSSI: -56, PR: 885, LP: 1124,  PER: 0.21
<info> app: RSSI: -64, PR: 886, LP: 1125,  PER: 0.21
<info> app: RSSI: -54, PR: 887, LP: 1126,  PER: 0.21
<info> app: RSSI: -67, PR: 888, LP: 1127,  PER: 0.21
<info> app: RSSI: -57, PR: 889, LP: 1128,  PER: 0.21
<info> app: RSSI: -56, PR: 890, LP: 1129,  PER: 0.21
<info> app: RSSI: -58, PR: 891, LP: 1130,  PER: 0.21
<info> app: RSSI: -52, PR: 892, LP: 1131,  PER: 0.21
<info> app: RSSI: -58, PR: 893, LP: 1133,  PER: 0.21
<info> app: RSSI: -62, PR: 894, LP: 1134,  PER: 0.21
<info> app: RSSI: -60, PR: 895, LP: 1135,  PER: 0.21
<info> app: RSSI: -62, PR: 896, LP: 1136,  PER: 0.21
<info> app: RSSI: -57, PR: 897, LP: 1137,  PER: 0.21
<info> app: RSSI: -58, PR: 898, LP: 1138,  PER: 0.21
<info> app: RSSI: -60, PR: 899, LP: 1139,  PER: 0.21
<info> app: RSSI: -59, PR: 900, LP: 1140,  PER: 0.21
<info> app: RSSI: -55, PR: 901, LP: 1141,  PER: 0.21
<info> app: RSSI: -60, PR: 902, LP: 1142,  PER: 0.21
<info> app: RSSI: -60, PR: 903, LP: 1143,  PER: 0.20
<info> app: RSSI: -59, PR: 904, LP: 1144,  PER: 0.20
<info> app: RSSI: -63, PR: 905, LP: 1145,  PER: 0.20
<info> app: RSSI: -61, PR: 906, LP: 1146,  PER: 0.20
<info> app: RSSI: -64, PR: 907, LP: 1147,  PER: 0.20
<info> app: RSSI: -60, PR: 908, LP: 1148,  PER: 0.20
<info> app: RSSI: -64, PR: 909, LP: 1149,  PER: 0.20
<info> app: RSSI: -60, PR: 910, LP: 1150,  PER: 0.20
<info> app: RSSI: -65, PR: 911, LP: 1151,  PER: 0.20
<info> app: RSSI: -58, PR: 912, LP: 1152,  PER: 0.20
<info> app: RSSI: -57, PR: 913, LP: 1153,  PER: 0.20
<info> app: RSSI: -57, PR: 914, LP: 1154,  PER: 0.20
<info> app: RSSI: -58, PR: 915, LP: 1155,  PER: 0.20
<info> app: RSSI: -63, PR: 916, LP: 1156,  PER: 0.20
<info> app: RSSI: -68, PR: 917, LP: 1157,  PER: 0.20
<info> app: RSSI: -58, PR: 918, LP: 1158,  PER: 0.20
<info> app: RSSI: -68, PR: 919, LP: 1159,  PER: 0.20
<info> app: RSSI: -63, PR: 920, LP: 1160,  PER: 0.20
<info> app: RSSI: -65, PR: 921, LP: 1161,  PER: 0.20
<info> app: RSSI: -56, PR: 922, LP: 1162,  PER: 0.20
<info> app: RSSI: -58, PR: 923, LP: 1163,  PER: 0.20
<info> app: RSSI: -56, PR: 924, LP: 1164,  PER: 0.20
<info> app: RSSI: -63, PR: 925, LP: 1165,  PER: 0.20
<info> app: RSSI: -70, PR: 926, LP: 1166,  PER: 0.20
<info> app: RSSI: -67, PR: 927, LP: 1167,  PER: 0.20
<info> app: RSSI: -59, PR: 928, LP: 1168,  PER: 0.20
<info> app: RSSI: -57, PR: 929, LP: 1169,  PER: 0.20
<info> app: RSSI: -63, PR: 930, LP: 1170,  PER: 0.20
<info> app: RSSI: -66, PR: 931, LP: 1171,  PER: 0.20
<info> app: RSSI: -64, PR: 932, LP: 1172,  PER: 0.20
<info> app: RSSI: -60, PR: 933, LP: 1173,  PER: 0.20
<info> app: RSSI: -58, PR: 934, LP: 1174,  PER: 0.20
<info> app: RSSI: -64, PR: 935, LP: 1175,  PER: 0.20
<info> app: RSSI: -61, PR: 936, LP: 1176,  PER: 0.20
<info> app: RSSI: -57, PR: 937, LP: 1177,  PER: 0.20
<info> app: RSSI: -57, PR: 938, LP: 1178,  PER: 0.20
<info> app: RSSI: -58, PR: 939, LP: 1179,  PER: 0.20
<info> app: RSSI: -67, PR: 940, LP: 1180,  PER: 0.20
<info> app: RSSI: -62, PR: 941, LP: 1181,  PER: 0.20
<info> app: RSSI: -61, PR: 942, LP: 1182,  PER: 0.20
<info> app: RSSI: -63, PR: 943, LP: 1183,  PER: 0.20
<info> app: RSSI: -57, PR: 944, LP: 1184,  PER: 0.20
<info> app: RSSI: -59, PR: 945, LP: 1185,  PER: 0.20
<info> app: RSSI: -66, PR: 946, LP: 1186,  PER: 0.20
<info> app: RSSI: -55, PR: 947, LP: 1187,  PER: 0.20
<info> app: RSSI: -60, PR: 948, LP: 1189,  PER: 0.20
<info> app: RSSI: -55, PR: 949, LP: 1190,  PER: 0.20
<info> app: RSSI: -58, PR: 950, LP: 1191,  PER: 0.20
<info> app: RSSI: -62, PR: 951, LP: 1192,  PER: 0.20
<info> app: RSSI: -57, PR: 952, LP: 1193,  PER: 0.20
<info> app: RSSI: -68, PR: 953, LP: 1194,  PER: 0.20
<info> app: RSSI: -56, PR: 954, LP: 1195,  PER: 0.20
<info> app: RSSI: -67, PR: 955, LP: 1196,  PER: 0.20
<info> app: RSSI: -56, PR: 956, LP: 1197,  PER: 0.20
<info> app: RSSI: -60, PR: 957, LP: 1198,  PER: 0.20
<info> app: RSSI: -58, PR: 958, LP: 1199,  PER: 0.20
<info> app: RSSI: -59, PR: 959, LP: 1200,  PER: 0.20
<info> app: RSSI: -58, PR: 960, LP: 1201,  PER: 0.20
<info> app: RSSI: -59, PR: 961, LP: 1202,  PER: 0.20
<info> app: RSSI: -58, PR: 962, LP: 1203,  PER: 0.20
<info> app: RSSI: -57, PR: 963, LP: 1205,  PER: 0.20
<info> app: RSSI: -61, PR: 964, LP: 1207,  PER: 0.20
<info> app: RSSI: -62, PR: 965, LP: 1208,  PER: 0.20
<info> app: RSSI: -61, PR: 966, LP: 1209,  PER: 0.20
<info> app: RSSI: -64, PR: 967, LP: 1210,  PER: 0.20
<info> app: RSSI: -60, PR: 968, LP: 1211,  PER: 0.20
<info> app: RSSI: -60, PR: 969, LP: 1212,  PER: 0.20
<info> app: RSSI: -64, PR: 970, LP: 1213,  PER: 0.20
<info> app: RSSI: -60, PR: 971, LP: 1214,  PER: 0.20
<info> app: RSSI: -64, PR: 972, LP: 1215,  PER: 0.20
<info> app: RSSI: -63, PR: 973, LP: 1216,  PER: 0.19
<info> app: RSSI: -59, PR: 974, LP: 1217,  PER: 0.19
<info> app: RSSI: -54, PR: 975, LP: 1218,  PER: 0.19
<info> app: RSSI: -63, PR: 976, LP: 1219,  PER: 0.19
<info> app: RSSI: -56, PR: 977, LP: 1220,  PER: 0.19
<info> app: RSSI: -59, PR: 978, LP: 1221,  PER: 0.19
<info> app: RSSI: -67, PR: 979, LP: 1222,  PER: 0.19
<info> app: RSSI: -59, PR: 980, LP: 1223,  PER: 0.19
<info> app: RSSI: -61, PR: 981, LP: 1224,  PER: 0.19
<info> app: RSSI: -62, PR: 982, LP: 1225,  PER: 0.19
<info> app: RSSI: -59, PR: 983, LP: 1226,  PER: 0.19
<info> app: RSSI: -62, PR: 984, LP: 1227,  PER: 0.19
<info> app: RSSI: -58, PR: 985, LP: 1228,  PER: 0.19
<info> app: RSSI: -57, PR: 986, LP: 1229,  PER: 0.19
<info> app: RSSI: -60, PR: 987, LP: 1230,  PER: 0.19
<info> app: RSSI: -64, PR: 988, LP: 1231,  PER: 0.19
<info> app: RSSI: -56, PR: 989, LP: 1232,  PER: 0.19
<info> app: RSSI: -56, PR: 990, LP: 1233,  PER: 0.19
<info> app: RSSI: -57, PR: 991, LP: 1234,  PER: 0.19
<info> app: RSSI: -64, PR: 992, LP: 1235,  PER: 0.19
<info> app: RSSI: -63, PR: 993, LP: 1236,  PER: 0.19
<info> app: RSSI: -59, PR: 994, LP: 1237,  PER: 0.19
<info> app: RSSI: -58, PR: 995, LP: 1238,  PER: 0.19
<info> app: RSSI: -59, PR: 996, LP: 1239,  PER: 0.19
<info> app: RSSI: -65, PR: 997, LP: 1240,  PER: 0.19
<info> app: RSSI: -61, PR: 998, LP: 1242,  PER: 0.19
<info> app: RSSI: -62, PR: 999, LP: 1243,  PER: 0.19
<info> app: RSSI: -64, PR: 1000, LP: 1244,  PER: 0.19
<info> app: RSSI: -59, PR: 1001, LP: 1245,  PER: 0.19
<info> app: RSSI: -59, PR: 1002, LP: 1246,  PER: 0.19
<info> app: RSSI: -63, PR: 1003, LP: 1247,  PER: 0.19
<info> app: RSSI: -61, PR: 1004, LP: 1248,  PER: 0.19
<info> app: RSSI: -61, PR: 1005, LP: 1249,  PER: 0.19
<info> app: RSSI: -58, PR: 1006, LP: 1250,  PER: 0.19
<info> app: RSSI: -52, PR: 1007, LP: 1251,  PER: 0.19
<info> app: RSSI: -60, PR: 1008, LP: 1252,  PER: 0.19
<info> app: RSSI: -61, PR: 1009, LP: 1253,  PER: 0.19
<info> app: RSSI: -58, PR: 1010, LP: 1254,  PER: 0.19
<info> app: RSSI: -60, PR: 1011, LP: 1255,  PER: 0.19
<info> app: RSSI: -58, PR: 1012, LP: 1256,  PER: 0.19
<info> app: RSSI: -60, PR: 1013, LP: 1257,  PER: 0.19
<info> app: RSSI: -64, PR: 1014, LP: 1258,  PER: 0.19
<info> app: RSSI: -60, PR: 1015, LP: 1259,  PER: 0.19
<info> app: RSSI: -58, PR: 1016, LP: 1260,  PER: 0.19
<info> app: RSSI: -60, PR: 1017, LP: 1261,  PER: 0.19
<info> app: RSSI: -60, PR: 1018, LP: 1262,  PER: 0.19
<info> app: RSSI: -59, PR: 1019, LP: 1263,  PER: 0.19
<info> app: RSSI: -57, PR: 1020, LP: 1264,  PER: 0.19
<info> app: RSSI: -60, PR: 1021, LP: 1265,  PER: 0.19
<info> app: RSSI: -59, PR: 1022, LP: 1266,  PER: 0.19
<info> app: RSSI: -68, PR: 1023, LP: 1267,  PER: 0.19
<info> app: RSSI: -58, PR: 1024, LP: 1268,  PER: 0.19
<info> app: RSSI: -68, PR: 1025, LP: 1269,  PER: 0.19
<info> app: RSSI: -60, PR: 1026, LP: 1270,  PER: 0.19
<info> app: RSSI: -64, PR: 1027, LP: 1272,  PER: 0.19
<info> app: RSSI: -59, PR: 1028, LP: 1273,  PER: 0.19
<info> app: RSSI: -58, PR: 1029, LP: 1274,  PER: 0.19
<info> app: RSSI: -60, PR: 1030, LP: 1275,  PER: 0.19
<info> app: RSSI: -60, PR: 1031, LP: 1276,  PER: 0.19
<info> app: RSSI: -63, PR: 1032, LP: 1277,  PER: 0.19
<info> app: RSSI: -60, PR: 1033, LP: 1278,  PER: 0.19
<info> app: RSSI: -65, PR: 1034, LP: 1279,  PER: 0.19
<info> app: RSSI: -57, PR: 1035, LP: 1281,  PER: 0.19
<info> app: RSSI: -56, PR: 1036, LP: 1282,  PER: 0.19
<info> app: RSSI: -56, PR: 1037, LP: 1283,  PER: 0.19
<info> app: RSSI: -57, PR: 1038, LP: 1284,  PER: 0.19
<info> app: RSSI: -58, PR: 1039, LP: 1285,  PER: 0.19
<info> app: RSSI: -59, PR: 1040, LP: 1286,  PER: 0.19
<info> app: RSSI: -54, PR: 1041, LP: 1287,  PER: 0.19
<info> app: RSSI: -70, PR: 1042, LP: 1288,  PER: 0.19
<info> app: RSSI: -53, PR: 1043, LP: 1289,  PER: 0.19
<info> app: RSSI: -58, PR: 1044, LP: 1290,  PER: 0.19
<info> app: RSSI: -52, PR: 1045, LP: 1291,  PER: 0.19
<info> app: RSSI: -66, PR: 1046, LP: 1292,  PER: 0.19
<info> app: RSSI: -59, PR: 1047, LP: 1294,  PER: 0.19
<info> app: RSSI: -57, PR: 1048, LP: 1295,  PER: 0.19
<info> app: RSSI: -56, PR: 1049, LP: 1296,  PER: 0.19
<info> app: RSSI: -57, PR: 1050, LP: 1297,  PER: 0.19
<info> app: RSSI: -63, PR: 1051, LP: 1298,  PER: 0.19
<info> app: RSSI: -56, PR: 1052, LP: 1299,  PER: 0.19
<info> app: RSSI: -63, PR: 1053, LP: 1300,  PER: 0.19
<info> app: RSSI: -58, PR: 1054, LP: 1301,  PER: 0.18
<info> app: RSSI: -56, PR: 1055, LP: 1302,  PER: 0.18
<info> app: RSSI: -60, PR: 1056, LP: 1303,  PER: 0.18
<info> app: RSSI: -57, PR: 1057, LP: 1304,  PER: 0.18
<info> app: RSSI: -57, PR: 1058, LP: 1305,  PER: 0.18
<info> app: RSSI: -58, PR: 1059, LP: 1306,  PER: 0.18
<info> app: RSSI: -57, PR: 1060, LP: 1307,  PER: 0.18
<info> app: RSSI: -54, PR: 1061, LP: 1308,  PER: 0.18
<info> app: RSSI: -68, PR: 1062, LP: 1309,  PER: 0.18
<info> app: RSSI: -54, PR: 1063, LP: 1310,  PER: 0.18
<info> app: RSSI: -60, PR: 1064, LP: 1311,  PER: 0.18
<info> app: RSSI: -57, PR: 1065, LP: 1312,  PER: 0.18
<info> app: RSSI: -60, PR: 1066, LP: 1314,  PER: 0.18
<info> app: RSSI: -62, PR: 1067, LP: 1315,  PER: 0.18
<info> app: RSSI: -69, PR: 1068, LP: 1316,  PER: 0.18
<info> app: RSSI: -56, PR: 1069, LP: 1317,  PER: 0.18
<info> app: RSSI: -56, PR: 1070, LP: 1319,  PER: 0.18
<info> app: RSSI: -67, PR: 1071, LP: 1320,  PER: 0.18
<info> app: RSSI: -63, PR: 1072, LP: 1321,  PER: 0.18
<info> app: RSSI: -58, PR: 1073, LP: 1322,  PER: 0.18
<info> app: RSSI: -58, PR: 1074, LP: 1323,  PER: 0.18
<info> app: RSSI: -60, PR: 1075, LP: 1325,  PER: 0.18
<info> app: RSSI: -54, PR: 1076, LP: 1326,  PER: 0.18
<info> app: RSSI: -54, PR: 1077, LP: 1327,  PER: 0.18
<info> app: RSSI: -54, PR: 1078, LP: 1328,  PER: 0.18
<info> app: RSSI: -58, PR: 1079, LP: 1329,  PER: 0.18
<info> app: RSSI: -55, PR: 1080, LP: 1330,  PER: 0.18
<info> app: RSSI: -59, PR: 1081, LP: 1331,  PER: 0.18
<info> app: RSSI: -54, PR: 1082, LP: 1332,  PER: 0.18
<info> app: RSSI: -68, PR: 1083, LP: 1333,  PER: 0.18
<info> app: RSSI: -57, PR: 1084, LP: 1334,  PER: 0.18
<info> app: RSSI: -60, PR: 1085, LP: 1335,  PER: 0.18
<info> app: RSSI: -58, PR: 1086, LP: 1336,  PER: 0.18
<info> app: RSSI: -60, PR: 1087, LP: 1337,  PER: 0.18
<info> app: RSSI: -63, PR: 1088, LP: 1338,  PER: 0.18
<info> app: RSSI: -63, PR: 1089, LP: 1339,  PER: 0.18
<info> app: RSSI: -61, PR: 1090, LP: 1340,  PER: 0.18
<info> app: RSSI: -59, PR: 1091, LP: 1341,  PER: 0.18
<info> app: RSSI: -59, PR: 1092, LP: 1342,  PER: 0.18
<info> app: RSSI: -59, PR: 1093, LP: 1343,  PER: 0.18
<info> app: RSSI: -59, PR: 1094, LP: 1344,  PER: 0.18
<info> app: RSSI: -58, PR: 1095, LP: 1345,  PER: 0.18
<info> app: RSSI: -56, PR: 1096, LP: 1346,  PER: 0.18
<info> app: RSSI: -63, PR: 1097, LP: 1347,  PER: 0.18
<info> app: RSSI: -57, PR: 1098, LP: 1348,  PER: 0.18
<info> app: RSSI: -58, PR: 1099, LP: 1349,  PER: 0.18
<info> app: RSSI: -68, PR: 1100, LP: 1350,  PER: 0.18
<info> app: RSSI: -57, PR: 1101, LP: 1351,  PER: 0.18
<info> app: RSSI: -56, PR: 1102, LP: 1353,  PER: 0.18
<info> app: RSSI: -53, PR: 1103, LP: 1354,  PER: 0.18
<info> app: RSSI: -57, PR: 1104, LP: 1355,  PER: 0.18
<info> app: RSSI: -63, PR: 1105, LP: 1356,  PER: 0.18
<info> app: RSSI: -68, PR: 1106, LP: 1357,  PER: 0.18
<info> app: RSSI: -57, PR: 1107, LP: 1358,  PER: 0.18
<info> app: RSSI: -58, PR: 1108, LP: 1359,  PER: 0.18
<info> app: RSSI: -60, PR: 1109, LP: 1360,  PER: 0.18
<info> app: RSSI: -57, PR: 1110, LP: 1361,  PER: 0.18
<info> app: RSSI: -70, PR: 1111, LP: 1362,  PER: 0.18
<info> app: RSSI: -63, PR: 1112, LP: 1363,  PER: 0.18
<info> app: RSSI: -60, PR: 1113, LP: 1364,  PER: 0.18
<info> app: RSSI: -62, PR: 1114, LP: 1365,  PER: 0.18
<info> app: RSSI: -65, PR: 1115, LP: 1366,  PER: 0.18
<info> app: RSSI: -57, PR: 1116, LP: 1367,  PER: 0.18
<info> app: RSSI: -61, PR: 1117, LP: 1368,  PER: 0.18
<info> app: RSSI: -58, PR: 1118, LP: 1369,  PER: 0.18
<info> app: RSSI: -62, PR: 1119, LP: 1370,  PER: 0.18
<info> app: RSSI: -55, PR: 1120, LP: 1371,  PER: 0.18
<info> app: RSSI: -63, PR: 1121, LP: 1372,  PER: 0.18
<info> app: RSSI: -62, PR: 1122, LP: 1373,  PER: 0.18
<info> app: RSSI: -64, PR: 1123, LP: 1374,  PER: 0.18
<info> app: RSSI: -65, PR: 1124, LP: 1375,  PER: 0.18
<info> app: RSSI: -62, PR: 1125, LP: 1376,  PER: 0.18
<info> app: RSSI: -57, PR: 1126, LP: 1377,  PER: 0.18
<info> app: RSSI: -59, PR: 1127, LP: 1378,  PER: 0.18
<info> app: RSSI: -62, PR: 1128, LP: 1379,  PER: 0.18
<info> app: RSSI: -57, PR: 1129, LP: 1380,  PER: 0.18
<info> app: RSSI: -60, PR: 1130, LP: 1381,  PER: 0.18
<info> app: RSSI: -60, PR: 1131, LP: 1382,  PER: 0.18
<info> app: RSSI: -60, PR: 1132, LP: 1383,  PER: 0.18
<info> app: RSSI: -59, PR: 1133, LP: 1384,  PER: 0.18
<info> app: RSSI: -60, PR: 1134, LP: 1385,  PER: 0.18
<info> app: RSSI: -60, PR: 1135, LP: 1386,  PER: 0.18
<info> app: RSSI: -59, PR: 1136, LP: 1387,  PER: 0.18
<info> app: RSSI: -60, PR: 1137, LP: 1388,  PER: 0.18
<info> app: RSSI: -67, PR: 1138, LP: 1389,  PER: 0.18
<info> app: RSSI: -64, PR: 1139, LP: 1390,  PER: 0.18
<info> app: RSSI: -58, PR: 1140, LP: 1391,  PER: 0.18
<info> app: RSSI: -60, PR: 1141, LP: 1393,  PER: 0.18
<info> app: RSSI: -58, PR: 1142, LP: 1394,  PER: 0.18
<info> app: RSSI: -55, PR: 1143, LP: 1395,  PER: 0.18
<info> app: RSSI: -59, PR: 1144, LP: 1396,  PER: 0.18
<info> app: RSSI: -56, PR: 1145, LP: 1397,  PER: 0.18
<info> app: RSSI: -58, PR: 1146, LP: 1398,  PER: 0.18
<info> app: RSSI: -60, PR: 1147, LP: 1399,  PER: 0.18
<info> app: RSSI: -59, PR: 1148, LP: 1400,  PER: 0.18
<info> app: RSSI: -65, PR: 1149, LP: 1401,  PER: 0.17
<info> app: RSSI: -60, PR: 1150, LP: 1402,  PER: 0.17
<info> app: RSSI: -59, PR: 1151, LP: 1403,  PER: 0.17
<info> app: RSSI: -57, PR: 1152, LP: 1404,  PER: 0.17
<info> app: RSSI: -63, PR: 1153, LP: 1405,  PER: 0.17
<info> app: RSSI: -63, PR: 1154, LP: 1406,  PER: 0.17
<info> app: RSSI: -60, PR: 1155, LP: 1407,  PER: 0.17
<info> app: RSSI: -62, PR: 1156, LP: 1408,  PER: 0.17
<info> app: RSSI: -57, PR: 1157, LP: 1409,  PER: 0.17
<info> app: RSSI: -58, PR: 1158, LP: 1410,  PER: 0.17
<info> app: RSSI: -58, PR: 1159, LP: 1411,  PER: 0.17
<info> app: RSSI: -58, PR: 1160, LP: 1412,  PER: 0.17
<info> app: RSSI: -57, PR: 1161, LP: 1413,  PER: 0.17
<info> app: RSSI: -58, PR: 1162, LP: 1414,  PER: 0.17
<info> app: RSSI: -63, PR: 1163, LP: 1415,  PER: 0.17
<info> app: RSSI: -55, PR: 1164, LP: 1416,  PER: 0.17
<info> app: RSSI: -57, PR: 1165, LP: 1417,  PER: 0.17
<info> app: RSSI: -59, PR: 1166, LP: 1418,  PER: 0.17
<info> app: RSSI: -67, PR: 1167, LP: 1419,  PER: 0.17
<info> app: RSSI: -59, PR: 1168, LP: 1420,  PER: 0.17
<info> app: RSSI: -57, PR: 1169, LP: 1421,  PER: 0.17
<info> app: RSSI: -65, PR: 1170, LP: 1422,  PER: 0.17
<info> app: RSSI: -59, PR: 1171, LP: 1423,  PER: 0.17
<info> app: RSSI: -56, PR: 1172, LP: 1424,  PER: 0.17
<info> app: RSSI: -59, PR: 1173, LP: 1425,  PER: 0.17
<info> app: RSSI: -57, PR: 1174, LP: 1426,  PER: 0.17
<info> app: RSSI: -59, PR: 1175, LP: 1427,  PER: 0.17
<info> app: RSSI: -58, PR: 1176, LP: 1428,  PER: 0.17
<info> app: RSSI: -59, PR: 1177, LP: 1429,  PER: 0.17
<info> app: RSSI: -64, PR: 1178, LP: 1430,  PER: 0.17
<info> app: RSSI: -57, PR: 1179, LP: 1431,  PER: 0.17
<info> app: RSSI: -59, PR: 1180, LP: 1432,  PER: 0.17
<info> app: RSSI: -63, PR: 1181, LP: 1433,  PER: 0.17
<info> app: RSSI: -61, PR: 1182, LP: 1434,  PER: 0.17
<info> app: RSSI: -57, PR: 1183, LP: 1435,  PER: 0.17
<info> app: RSSI: -59, PR: 1184, LP: 1436,  PER: 0.17
<info> app: RSSI: -62, PR: 1185, LP: 1438,  PER: 0.17
<info> app: RSSI: -62, PR: 1186, LP: 1439,  PER: 0.17
<info> app: RSSI: -61, PR: 1187, LP: 1440,  PER: 0.17
<info> app: RSSI: -58, PR: 1188, LP: 1441,  PER: 0.17
<info> app: RSSI: -62, PR: 1189, LP: 1442,  PER: 0.17
<info> app: RSSI: -62, PR: 1190, LP: 1443,  PER: 0.17
<info> app: RSSI: -56, PR: 1191, LP: 1444,  PER: 0.17
<info> app: RSSI: -58, PR: 1192, LP: 1445,  PER: 0.17
<info> app: RSSI: -65, PR: 1193, LP: 1446,  PER: 0.17
<info> app: RSSI: -62, PR: 1194, LP: 1447,  PER: 0.17
<info> app: RSSI: -59, PR: 1195, LP: 1448,  PER: 0.17
<info> app: RSSI: -57, PR: 1196, LP: 1449,  PER: 0.17
<info> app: RSSI: -60, PR: 1197, LP: 1450,  PER: 0.17
<info> app: RSSI: -68, PR: 1198, LP: 1451,  PER: 0.17
<info> app: RSSI: -59, PR: 1199, LP: 1452,  PER: 0.17
<info> app: RSSI: -59, PR: 1200, LP: 1453,  PER: 0.17
<info> app: RSSI: -58, PR: 1201, LP: 1454,  PER: 0.17
<info> app: RSSI: -59, PR: 1202, LP: 1455,  PER: 0.17
<info> app: RSSI: -60, PR: 1203, LP: 1456,  PER: 0.17
<info> app: RSSI: -58, PR: 1204, LP: 1457,  PER: 0.17
<info> app: RSSI: -54, PR: 1205, LP: 1458,  PER: 0.17
<info> app: RSSI: -58, PR: 1206, LP: 1459,  PER: 0.17
<info> app: RSSI: -61, PR: 1207, LP: 1460,  PER: 0.17
<info> app: RSSI: -58, PR: 1208, LP: 1461,  PER: 0.17
<info> app: RSSI: -66, PR: 1209, LP: 1462,  PER: 0.17
<info> app: RSSI: -56, PR: 1210, LP: 1463,  PER: 0.17
<info> app: RSSI: -58, PR: 1211, LP: 1464,  PER: 0.17
<info> app: RSSI: -59, PR: 1212, LP: 1465,  PER: 0.17
<info> app: RSSI: -59, PR: 1213, LP: 1466,  PER: 0.17
<info> app: RSSI: -60, PR: 1214, LP: 1467,  PER: 0.17
<info> app: RSSI: -64, PR: 1215, LP: 1468,  PER: 0.17
<info> app: RSSI: -63, PR: 1216, LP: 1469,  PER: 0.17
<info> app: RSSI: -59, PR: 1217, LP: 1470,  PER: 0.17
<info> app: RSSI: -66, PR: 1218, LP: 1471,  PER: 0.17
<info> app: RSSI: -57, PR: 1219, LP: 1472,  PER: 0.17
<info> app: RSSI: -58, PR: 1220, LP: 1473,  PER: 0.17
<info> app: RSSI: -59, PR: 1221, LP: 1474,  PER: 0.17
<info> app: RSSI: -59, PR: 1222, LP: 1475,  PER: 0.17
<info> app: RSSI: -64, PR: 1223, LP: 1476,  PER: 0.17
<info> app: RSSI: -62, PR: 1224, LP: 1477,  PER: 0.17
<info> app: RSSI: -59, PR: 1225, LP: 1478,  PER: 0.17
<info> app: RSSI: -61, PR: 1226, LP: 1479,  PER: 0.17
<info> app: RSSI: -59, PR: 1227, LP: 1480,  PER: 0.17
<info> app: RSSI: -59, PR: 1228, LP: 1481,  PER: 0.17
<info> app: RSSI: -57, PR: 1229, LP: 1482,  PER: 0.17
<info> app: RSSI: -64, PR: 1230, LP: 1483,  PER: 0.17
<info> app: RSSI: -60, PR: 1231, LP: 1484,  PER: 0.17
<info> app: RSSI: -62, PR: 1232, LP: 1485,  PER: 0.17
<info> app: RSSI: -58, PR: 1233, LP: 1486,  PER: 0.17
<info> app: RSSI: -61, PR: 1234, LP: 1487,  PER: 0.17
<info> app: RSSI: -57, PR: 1235, LP: 1488,  PER: 0.17
<info> app: RSSI: -53, PR: 1236, LP: 1489,  PER: 0.16
<info> app: RSSI: -59, PR: 1237, LP: 1490,  PER: 0.16
<info> app: RSSI: -56, PR: 1238, LP: 1491,  PER: 0.16
<info> app: RSSI: -62, PR: 1239, LP: 1492,  PER: 0.16
<info> app: RSSI: -62, PR: 1240, LP: 1493,  PER: 0.16
<info> app: RSSI: -57, PR: 1241, LP: 1494,  PER: 0.16
<info> app: RSSI: -57, PR: 1242, LP: 1495,  PER: 0.16
<info> app: RSSI: -63, PR: 1243, LP: 1496,  PER: 0.16
<info> app: RSSI: -60, PR: 1244, LP: 1497,  PER: 0.16
<info> app: RSSI: -61, PR: 1245, LP: 1498,  PER: 0.16
<info> app: RSSI: -57, PR: 1246, LP: 1499,  PER: 0.16
<info> app: RSSI: -58, PR: 1247, LP: 1500,  PER: 0.16
<info> app: RSSI: -60, PR: 1248, LP: 1501,  PER: 0.16
<info> app: RSSI: -61, PR: 1249, LP: 1502,  PER: 0.16
<info> app: RSSI: -60, PR: 1250, LP: 1503,  PER: 0.16
<info> app: RSSI: -58, PR: 1251, LP: 1504,  PER: 0.16
<info> app: RSSI: -53, PR: 1252, LP: 1505,  PER: 0.16
<info> app: RSSI: -55, PR: 1253, LP: 1506,  PER: 0.16
